epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,13292,0.84634,0.36059,1.04597,0.99918,0.99944,0.995,0.82615,0.75012,0.25569,0.90965,0.006865,0.006865,0.006865
21,13955.9,0.84177,0.35702,1.04499,0.99944,0.99941,0.995,0.8233,0.75313,0.25553,0.91092,0.0067,0.0067,0.0067
22,14620.4,0.84175,0.35417,1.04679,0.99918,0.99944,0.995,0.8236,0.7606,0.25446,0.91313,0.006535,0.006535,0.006535
23,15284.4,0.84303,0.35475,1.04566,0.99949,0.99917,0.995,0.81897,0.75874,0.25384,0.9093,0.00637,0.00637,0.00637
24,15948.9,0.83886,0.35124,1.04451,0.99935,0.99917,0.995,0.81975,0.75594,0.25242,0.90822,0.006205,0.006205,0.006205
25,16613.5,0.83671,0.34892,1.04447,0.99936,0.99917,0.995,0.81914,0.75451,0.25105,0.90787,0.00604,0.00604,0.00604
26,17278,0.83479,0.3462,1.04175,0.99967,0.99917,0.995,0.81677,0.75287,0.25177,0.90691,0.005875,0.005875,0.005875
27,17941.3,0.83307,0.34514,1.03822,0.99959,0.99917,0.995,0.81588,0.75077,0.25182,0.90579,0.00571,0.00571,0.00571
28,18604.6,0.82757,0.34418,1.03999,0.99944,0.99918,0.995,0.81612,0.74756,0.25256,0.9048,0.005545,0.005545,0.005545
29,19268.3,0.82468,0.34023,1.03809,0.99917,0.99965,0.995,0.81708,0.74647,0.25179,0.90491,0.00538,0.00538,0.00538
30,19932.7,0.8224,0.33862,1.03946,0.99965,0.99917,0.995,0.81761,0.74572,0.25074,0.90445,0.005215,0.005215,0.005215
31,20596.6,0.81908,0.33629,1.03436,0.99944,0.99964,0.995,0.81908,0.74369,0.2486,0.90319,0.00505,0.00505,0.00505
32,21260.7,0.81848,0.33657,1.03038,0.99944,0.99972,0.995,0.81954,0.74221,0.24808,0.90228,0.004885,0.004885,0.004885
33,21924.4,0.81316,0.33189,1.02961,1,0.99938,0.995,0.82069,0.74017,0.24742,0.90125,0.00472,0.00472,0.00472
34,22590.4,0.81346,0.32925,1.03022,0.99994,0.99944,0.995,0.82141,0.7395,0.24641,0.9007,0.004555,0.004555,0.004555
35,23255.6,0.8093,0.32853,1.02538,0.99972,0.99945,0.995,0.82236,0.73777,0.24557,0.89988,0.00439,0.00439,0.00439
36,23920.6,0.8043,0.32623,1.0252,0.99977,0.99944,0.995,0.82312,0.73683,0.24481,0.89924,0.004225,0.004225,0.004225
37,24585.5,0.80428,0.32541,1.0246,0.99982,0.99944,0.995,0.82273,0.73634,0.24405,0.89892,0.00406,0.00406,0.00406
38,25251.1,0.80056,0.32178,1.02472,0.99983,0.99944,0.995,0.82301,0.73522,0.24385,0.89857,0.003895,0.003895,0.003895
39,25916.4,0.80067,0.32165,1.0231,1,0.99962,0.995,0.82391,0.73384,0.24289,0.89801,0.00373,0.00373,0.00373
40,26582.8,0.79534,0.31908,1.02148,1,0.99963,0.995,0.82423,0.73292,0.24243,0.89761,0.003565,0.003565,0.003565
41,27249.2,0.79505,0.31699,1.02119,1,0.99967,0.995,0.82442,0.73213,0.24189,0.89727,0.0034,0.0034,0.0034
42,27915.9,0.79476,0.31912,1.0194,1,0.99971,0.995,0.82503,0.73179,0.24155,0.89699,0.003235,0.003235,0.003235
43,28582.3,0.79176,0.31337,1.01647,0.99999,0.99972,0.995,0.82561,0.73163,0.24092,0.89676,0.00307,0.00307,0.00307
44,29249.1,0.78607,0.30988,1.01463,0.99999,0.99972,0.995,0.82609,0.73173,0.24045,0.89662,0.002905,0.002905,0.002905
45,29916.5,0.78618,0.31102,1.01705,0.99998,0.99972,0.995,0.8266,0.73157,0.23984,0.8965,0.00274,0.00274,0.00274
46,30583.2,0.78247,0.30844,1.01633,0.99998,0.99972,0.995,0.82675,0.73107,0.23916,0.89632,0.002575,0.002575,0.002575
47,31249.8,0.77908,0.30538,1.01235,0.99998,0.99972,0.995,0.82586,0.73065,0.23853,0.89617,0.00241,0.00241,0.00241
48,31917.1,0.77562,0.30424,1.01108,1,0.99972,0.995,0.82559,0.73057,0.23814,0.89611,0.002245,0.002245,0.002245
49,32583.9,0.77095,0.29963,1.00745,1,0.9997,0.995,0.82602,0.73005,0.23809,0.89592,0.00208,0.00208,0.00208
50,33250.8,0.77386,0.29858,1.01108,1,0.99967,0.995,0.82689,0.72951,0.23767,0.89569,0.001915,0.001915,0.001915
51,33916.2,0.71187,0.27282,0.95559,1,0.99965,0.995,0.82687,0.72909,0.23736,0.89573,0.00175,0.00175,0.00175
52,34581.5,0.7066,0.26842,0.9581,1,0.99965,0.995,0.82747,0.72828,0.23711,0.8957,0.001585,0.001585,0.001585
53,35246.1,0.70296,0.26393,0.95007,1,0.99966,0.995,0.82831,0.72749,0.23649,0.89572,0.00142,0.00142,0.00142
54,35909.9,0.69884,0.2614,0.95032,1,0.99968,0.995,0.82822,0.72722,0.2364,0.89579,0.001255,0.001255,0.001255
55,36574,0.69593,0.25761,0.95042,1,0.99969,0.995,0.82837,0.7268,0.23621,0.89571,0.00109,0.00109,0.00109
56,37238.1,0.69359,0.25361,0.95051,1,0.99971,0.995,0.82977,0.72647,0.23529,0.89568,0.000925,0.000925,0.000925
57,37902.6,0.68938,0.24952,0.94924,0.99999,0.99972,0.995,0.83027,0.72591,0.23512,0.89548,0.00076,0.00076,0.00076
58,38565.4,0.68401,0.24489,0.94299,0.99998,0.99972,0.995,0.8307,0.72542,0.23464,0.89515,0.000595,0.000595,0.000595
59,39228.2,0.68252,0.24172,0.94184,0.99997,0.99972,0.995,0.83172,0.72486,0.23426,0.895,0.00043,0.00043,0.00043
60,39890.9,0.67867,0.23603,0.94062,0.99997,0.99972,0.995,0.83293,0.72421,0.23381,0.89478,0.000265,0.000265,0.000265
