epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1179.3,1.37675,0.59653,1.18404,0.95068,0.99339,0.98312,0.50819,1.59452,0.63683,1.27004,0.0011684,0.0011684,0.0011684
44,1206.71,1.38154,0.58839,1.18233,0.9578,0.98948,0.98859,0.55266,1.45851,0.60666,1.18962,0.0011486,0.0011486,0.0011486
45,1234.18,1.39511,0.59649,1.18752,0.93083,0.99604,0.96143,0.51069,1.55803,0.65373,1.26308,0.0011288,0.0011288,0.0011288
46,1261.64,1.35775,0.5848,1.17237,0.93835,0.99075,0.97924,0.54455,1.4865,0.63127,1.22073,0.001109,0.001109,0.001109
47,1289.08,1.36254,0.58677,1.17887,0.92744,0.99207,0.9723,0.48581,1.54045,0.67417,1.2785,0.0010892,0.0010892,0.0010892
48,1316.42,1.36836,0.58726,1.1808,0.94001,0.99339,0.95879,0.53583,1.52835,0.64075,1.24199,0.0010694,0.0010694,0.0010694
49,1344.05,1.35554,0.58016,1.16733,0.92513,0.98943,0.94339,0.4904,1.49415,0.64085,1.29645,0.0010496,0.0010496,0.0010496
50,1371.49,1.34776,0.55353,1.16843,0.94905,0.98283,0.95744,0.51528,1.53498,0.60538,1.31215,0.0010298,0.0010298,0.0010298
51,1398.86,1.36839,0.56993,1.17385,0.91844,0.99339,0.97115,0.53015,1.43491,0.633,1.22893,0.00101,0.00101,0.00101
52,1426.32,1.36124,0.57738,1.16801,0.91473,0.98679,0.94438,0.48022,1.59859,0.67166,1.31009,0.0009902,0.0009902,0.0009902
53,1453.66,1.35722,0.56985,1.1674,0.93169,0.99472,0.9819,0.50136,1.55499,0.62564,1.24637,0.0009704,0.0009704,0.0009704
54,1481.08,1.36019,0.56611,1.16684,0.94735,0.99339,0.97898,0.50774,1.53402,0.63101,1.27464,0.0009506,0.0009506,0.0009506
55,1508.56,1.34719,0.57137,1.16382,0.93493,0.99472,0.96471,0.50931,1.51511,0.63387,1.24754,0.0009308,0.0009308,0.0009308
56,1536.01,1.34886,0.56862,1.16437,0.94237,0.99339,0.97625,0.50051,1.51812,0.6308,1.24687,0.000911,0.000911,0.000911
57,1563.39,1.35106,0.56648,1.16363,0.92019,0.9749,0.93751,0.47312,1.63375,0.68831,1.33661,0.0008912,0.0008912,0.0008912
58,1590.76,1.34906,0.57295,1.17796,0.92755,0.97754,0.9506,0.46857,1.62501,0.64278,1.3335,0.0008714,0.0008714,0.0008714
59,1618.16,1.35586,0.57575,1.1653,0.93799,0.98943,0.97687,0.51367,1.4823,0.6325,1.25033,0.0008516,0.0008516,0.0008516
60,1645.51,1.36069,0.56813,1.16193,0.9356,0.97872,0.96189,0.50167,1.53142,0.63824,1.28608,0.0008318,0.0008318,0.0008318
61,1672.86,1.31901,0.55229,1.15379,0.94488,0.98811,0.98281,0.49212,1.59789,0.63381,1.28316,0.000812,0.000812,0.000812
62,1700.31,1.34081,0.5607,1.1685,0.93928,0.99604,0.98315,0.49992,1.55719,0.63738,1.25753,0.0007922,0.0007922,0.0007922
63,1727.6,1.32292,0.55947,1.15773,0.91475,0.98283,0.9464,0.45807,1.57679,0.66772,1.32113,0.0007724,0.0007724,0.0007724
64,1754.97,1.29445,0.54806,1.14304,0.93473,0.98811,0.96532,0.48429,1.58138,0.62763,1.31725,0.0007526,0.0007526,0.0007526
65,1782.3,1.32816,0.54483,1.17244,0.92791,0.98151,0.9439,0.4907,1.55436,0.62164,1.31179,0.0007328,0.0007328,0.0007328
66,1809.68,1.31432,0.54366,1.15791,0.93484,0.99339,0.97543,0.5232,1.47131,0.60994,1.24915,0.000713,0.000713,0.000713
67,1837.26,1.34449,0.55303,1.16502,0.94229,0.97067,0.95572,0.45439,1.62172,0.63257,1.3418,0.0006932,0.0006932,0.0006932
68,1864.59,1.31014,0.54379,1.16071,0.9451,0.97226,0.95894,0.48045,1.62128,0.60963,1.35854,0.0006734,0.0006734,0.0006734
69,1891.99,1.33025,0.5526,1.15669,0.891,0.93923,0.89116,0.40064,1.79313,0.7337,1.46917,0.0006536,0.0006536,0.0006536
70,1919.52,1.30649,0.55183,1.14969,0.92363,0.97463,0.94543,0.44693,1.68483,0.66859,1.35456,0.0006338,0.0006338,0.0006338
71,1946.8,1.30855,0.54037,1.14713,0.93665,0.98943,0.97042,0.48682,1.56396,0.62102,1.29248,0.000614,0.000614,0.000614
72,1974.15,1.29862,0.55001,1.13923,0.93715,0.98482,0.96579,0.48535,1.56406,0.63408,1.2904,0.0005942,0.0005942,0.0005942
73,2001.53,1.29049,0.53132,1.13627,0.92748,0.99075,0.97247,0.50128,1.52649,0.62325,1.29641,0.0005744,0.0005744,0.0005744
74,2028.95,1.29863,0.53414,1.14956,0.92595,0.98415,0.95966,0.48123,1.58778,0.62399,1.29782,0.0005546,0.0005546,0.0005546
75,2056.15,1.291,0.53143,1.13969,0.93565,0.98415,0.95757,0.4746,1.57717,0.61638,1.32395,0.0005348,0.0005348,0.0005348
76,2083.19,1.28825,0.52546,1.13616,0.93487,0.98283,0.96205,0.4744,1.56851,0.62639,1.30707,0.000515,0.000515,0.000515
77,2110.46,1.29083,0.52662,1.14691,0.93438,0.98283,0.9599,0.46845,1.57422,0.62233,1.34665,0.0004952,0.0004952,0.0004952
78,2137.99,1.30129,0.52781,1.14613,0.9334,0.98547,0.95775,0.47711,1.62239,0.64115,1.35468,0.0004754,0.0004754,0.0004754
79,2165.26,1.27314,0.52084,1.12825,0.924,0.98151,0.95074,0.48944,1.56847,0.62814,1.34695,0.0004556,0.0004556,0.0004556
80,2192.69,1.27013,0.51907,1.13047,0.94784,0.99207,0.98313,0.49243,1.54368,0.6133,1.27845,0.0004358,0.0004358,0.0004358
81,2220.11,1.2767,0.52211,1.12698,0.93261,0.98679,0.96217,0.48053,1.57642,0.61975,1.31112,0.000416,0.000416,0.000416
82,2247.64,1.28652,0.52306,1.13676,0.91825,0.97928,0.9491,0.46165,1.63665,0.64364,1.37983,0.0003962,0.0003962,0.0003962
83,2275.1,1.26188,0.51956,1.12875,0.93151,0.98822,0.95893,0.47665,1.54823,0.63099,1.33416,0.0003764,0.0003764,0.0003764
84,2302.55,1.26347,0.51854,1.13321,0.92145,0.96565,0.93514,0.44241,1.6373,0.63943,1.37055,0.0003566,0.0003566,0.0003566
85,2329.99,1.25152,0.50826,1.12114,0.93285,0.98415,0.95754,0.48362,1.56968,0.61073,1.33889,0.0003368,0.0003368,0.0003368
86,2357.37,1.27101,0.51604,1.12594,0.92926,0.98415,0.95626,0.47925,1.56385,0.62952,1.32026,0.000317,0.000317,0.000317
87,2384.75,1.26102,0.51984,1.12675,0.93314,0.98018,0.96398,0.46399,1.61146,0.62859,1.32583,0.0002972,0.0002972,0.0002972
88,2412.07,1.26117,0.51778,1.12194,0.94067,0.98283,0.96364,0.47565,1.58246,0.61316,1.317,0.0002774,0.0002774,0.0002774
89,2439.35,1.25926,0.51006,1.12791,0.93665,0.99075,0.96937,0.49285,1.55045,0.59156,1.30939,0.0002576,0.0002576,0.0002576
90,2466.75,1.23882,0.50069,1.11313,0.93963,0.98943,0.96953,0.48087,1.56295,0.59874,1.30734,0.0002378,0.0002378,0.0002378
91,2494.72,1.21405,0.46177,1.11341,0.95205,0.98547,0.97078,0.47318,1.58891,0.61243,1.33021,0.000218,0.000218,0.000218
92,2521.82,1.21382,0.45876,1.12104,0.94792,0.98811,0.96491,0.47434,1.58634,0.60235,1.34503,0.0001982,0.0001982,0.0001982
93,2548.94,1.20886,0.44782,1.11912,0.95021,0.98547,0.97085,0.49054,1.57241,0.59818,1.31519,0.0001784,0.0001784,0.0001784
94,2575.92,1.19186,0.44769,1.1177,0.94134,0.97754,0.96092,0.46709,1.61937,0.61793,1.35065,0.0001586,0.0001586,0.0001586
95,2603.09,1.19589,0.45036,1.11478,0.945,0.97754,0.96121,0.46879,1.62599,0.61228,1.35909,0.0001388,0.0001388,0.0001388
96,2630.1,1.17753,0.45021,1.11565,0.94736,0.97471,0.96195,0.47627,1.62497,0.61279,1.35515,0.000119,0.000119,0.000119
97,2657.15,1.1848,0.44563,1.10607,0.9418,0.97226,0.95183,0.46845,1.63868,0.6206,1.35372,9.92e-05,9.92e-05,9.92e-05
98,2684.28,1.17797,0.44868,1.11037,0.9426,0.97611,0.94746,0.46809,1.63,0.6135,1.36774,7.94e-05,7.94e-05,7.94e-05
99,2711.35,1.18251,0.44397,1.10883,0.94496,0.97519,0.95178,0.47596,1.61094,0.60416,1.35857,5.96e-05,5.96e-05,5.96e-05
100,2738.35,1.17945,0.44557,1.115,0.94479,0.97622,0.95229,0.47655,1.62163,0.60744,1.36685,3.98e-05,3.98e-05,3.98e-05
